NAME10,0,Green_Area,12,Open_urban,Low_intensity_Developed,Medium_high_intensity_Developed,Medium_high_intensity_Developed,Open_urban,Green_Area,Green_Area,Green_Area,Green_Area,Agriculture,Agriculture,Agriculture,Green_Area,Green_Area,Total_Green_Area,Total_Agriculture,Total_Open_Urban,Total_Low_Intensity_Developed,Total_Medium_High_Intensity_Developed,Total
Red_Wing__MN,0,40,0,4965,5834,2446,1161,0,4886,40,20,9,571,87,689,241,63,5299,1347,4965,5834,3607,21052
Monroeville__AL,0,22,0,4717,2529,928,512,0,1832,1178,1105,1004,331,320,201,49,0,5190,852,4717,2529,1440,14728
Summersville__WV,0,13,0,2637,1801,967,565,27,2410,15,11,0,57,198,61,0,0,2449,316,2664,1801,1532,8762
Hastings__MI,0,1127,0,3156,3748,1523,784,105,2199,144,179,15,0,169,419,812,47,4523,588,3261,3748,2307,14427
Vermillion__SD,0,17,0,3444,2848,1767,576,0,213,0,0,0,235,133,659,0,15,245,1027,3444,2848,2343,9907
Iowa_Falls__IA,0,259,0,1988,3054,1315,504,0,533,0,0,0,484,53,1584,131,77,1000,2121,1988,3054,1819,9982
Needville__TX,0,0,0,1725,1384,495,158,0,8,6,0,175,193,418,175,0,0,189,786,1725,1384,653,4737
North_Baltimore__OH,0,90,0,747,1921,815,227,33,148,0,0,0,22,0,1585,0,15,253,1607,780,1921,1042,5603
Lapeer__MI,0,173,0,8260,5394,3404,1702,61,1872,164,176,41,127,2913,3459,2315,464,5205,6499,8321,5394,5106,30525
Kalkaska__MI,0,259,0,1196,1622,1128,682,0,577,295,250,85,452,0,39,393,46,1905,491,1196,1622,1810,7024
Middleville__MI,0,9,0,1075,1358,701,314,2,580,104,58,19,40,176,543,166,0,936,759,1077,1358,1015,5145
Bedford__NY,0,82,0,2023,315,82,10,0,6403,1467,36,35,0,258,0,700,18,8741,258,2023,315,92,11429
Guthrie__OK,0,10,0,3579,3099,1628,655,0,1493,213,0,0,4136,105,396,0,0,1716,4637,3579,3099,2283,15314
Canby__OR,0,345,0,1516,3988,4568,1247,10,0,440,132,28,15,848,550,559,123,1627,1413,1526,3988,5815,14369
St__Marys__OH,0,94,0,2820,4382,2362,756,0,884,0,0,0,159,303,3486,0,67,1045,3948,2820,4382,3118,15313
Alliance__NE,0,31,0,1120,4291,4133,2034,0,0,0,0,0,1443,0,304,0,66,97,1747,1120,4291,6167,13422
Norton__KS,0,0,0,291,1831,960,305,0,0,0,0,0,243,0,202,113,0,113,445,291,1831,1265,3945
Eagar__AZ,0,16,0,2217,2619,1030,127,9,0,438,0,10766,587,0,41,0,41,11261,628,2226,2619,1157,17891
Discovery_Bay__CA,0,1476,0,1476,2393,4845,1069,0,0,0,0,0,1391,401,1360,11,384,1871,3152,1476,2393,5914,14806
New_York__Newark__NY__NJ__CT,0,436324,0,2576123,2016057,1672758,908608,58690,1397481,141129,112034,70810,36656,112373,114143,622515,148171,2928464,263172,2634813,2016057,2581366,10423872
Ontario__OR__ID,0,462,0,8257,11787,7683,260,0,0,0,0,178,886,128,7528,0,0,640,8542,8257,11787,7943,37169
Blythe__CA__AZ,0,111,0,2338,5445,4116,701,58,22,0,0,1405,156,1569,1960,0,7,1545,3685,2396,5445,4817,17888
Winslow__AZ,0,8,0,4122,4860,2686,138,0,0,0,0,14579,60,0,0,161,96,14844,60,4122,4860,2824,26710
Lake_Wildwood__CA,0,1137,0,4456,1863,164,19,0,1781,6119,214,388,3098,0,0,0,0,9639,3098,4456,1863,183,19239
Fort_Meade__FL,0,319,0,5416,2563,645,155,12,0,503,30,538,3022,575,39,2471,382,4243,3636,5428,2563,800,16670
International_Falls__MN,0,505,0,616,3428,6036,3426,0,1296,0,24,70,276,246,326,3000,568,5463,848,616,3428,9462,19817
Albert_Lea__MN,0,2083,0,7535,9191,3746,1793,22,127,0,0,0,2231,279,1453,714,747,3671,3963,7557,9191,5539,29921
Dalhart__TX,0,0,0,948,4490,1482,749,0,0,0,0,35,1186,0,266,0,0,35,1452,948,4490,2231,9156
Venus__TX,0,0,0,1237,1166,509,126,0,91,0,0,7,3401,0,2275,0,0,98,5676,1237,1166,635,8812
Smithville__TX,0,26,0,1906,2159,786,202,0,17,0,31,20,210,324,41,7,0,101,575,1906,2159,988,5729
Brady__TX,0,0,0,2963,2696,894,511,0,177,343,0,536,58,8,0,0,0,1056,66,2963,2696,1405,8186
La_Grange__TX,0,196,0,2545,2612,1456,429,20,824,248,59,355,439,1188,0,98,30,1810,1627,2565,2612,1885,10499
Teague__TX,0,286,0,1823,4629,884,461,127,86,33,127,141,110,740,0,35,0,708,850,1950,4629,1345,9482
Portland__ME,0,13628,0,76069,72983,40376,22128,2548,18168,30878,58285,9829,2966,13680,2236,26522,17028,174338,18882,78617,72983,62504,407324
Chester__IL,0,63,0,3498,4257,819,173,16,4083,0,0,0,308,1097,23,0,0,4146,1428,3514,4257,992,14337
Christopher__IL,0,0,0,2368,3612,277,55,0,759,0,0,0,258,783,101,55,0,814,1142,2368,3612,332,8268
Port_Huron__MI,0,1416,0,36586,36216,27287,11303,1045,30292,969,1372,760,2446,2857,4629,16316,2465,53590,9932,37631,36216,38590,175959
South_Lyon__Howell__MI,0,23330,0,82010,64014,25588,8620,2124,45392,3144,2412,396,2359,12138,6386,36964,7747,119385,20883,84134,64014,34208,322624
Holden_Beach__NC,0,41,0,2468,3143,64,1,18,0,2235,91,1742,365,0,221,539,253,4901,586,2486,3143,65,11181
Youngstown__OH__PA,0,9439,0,190238,219534,65396,30092,1926,106605,1956,187,3109,10255,24665,13771,20519,872,142687,48691,192164,219534,95488,698564
Atlanta__GA,0,91449,0,1903898,1586437,614967,315654,29704,1295905,1003377,45179,75902,172440,422802,368,152316,4653,2668781,595610,1933602,1586437,930621,7715051
Cincinnati__OH__KY__IN,0,29559,0,581460,508545,247268,106017,3384,567118,13159,874,6842,10068,153247,64504,727,2570,620849,227819,584844,508545,353285,2295342
Long_Beach__MD,0,119,0,3241,1540,210,23,81,6977,601,2042,787,35,118,328,1019,161,11706,481,3322,1540,233,17282
Lexington_Fayette__KY,0,2107,0,59767,74738,45850,18169,0,17823,1220,66,105,346,31721,2191,0,39,21360,34258,59767,74738,64019,254142
Saltillo__MS,0,158,0,2048,2540,1264,289,37,1332,303,668,721,153,1336,998,677,41,3900,2487,2085,2540,1553,12565
Waseca__MN,0,658,0,3363,4237,1594,924,0,25,0,7,0,305,0,788,128,290,1108,1093,3363,4237,2518,12319
Kirksville__MO,0,56,0,3801,7313,2611,852,0,716,14,108,16,71,2454,853,14,0,924,3378,3801,7313,3463,18879
Hardyston_Township_West__NJ,0,0,0,1208,479,224,13,0,854,33,1159,39,8,75,829,298,74,2457,912,1208,479,237,5293
York__NE,0,11,0,1436,4630,1753,894,0,78,0,0,0,936,0,755,7,0,96,1691,1436,4630,2647,10500
Auburn__NE,0,41,0,708,2414,668,264,0,104,0,0,0,209,611,501,276,13,434,1321,708,2414,932,5809
King_George__VA,0,168,0,1720,726,348,57,6,3499,314,317,482,87,310,941,500,342,5622,1338,1726,726,405,9817
Berryville__VA,0,0,0,1350,1523,592,160,0,77,88,29,10,142,1618,42,0,22,226,1802,1350,1523,752,5653
Lynden__WA,0,196,0,3235,6014,3705,1090,27,256,161,327,173,27,8348,3176,293,139,1545,11551,3262,6014,4795,27167
Henderson__NC,0,118,0,16107,9532,4896,2716,12,6666,3461,1400,881,2249,3934,328,306,0,12832,6511,16119,9532,7612,52606
Belton__SC,0,28,0,4754,3267,875,310,98,3438,361,21,43,868,1191,0,216,0,4107,2059,4852,3267,1185,15470
Manistee__MI,0,1247,0,4231,4866,4336,1871,1052,2274,218,227,220,866,343,410,437,760,5383,1619,5283,4866,6207,23358
Silver_Creek__NY,0,214,0,1963,1972,528,169,5,769,6,94,230,28,853,320,288,109,1710,1201,1968,1972,697,7548
Swansboro__NC,0,1463,0,9498,7380,1140,218,386,39,6937,1720,7762,4022,293,10456,6931,2354,27206,14771,9884,7380,1358,60599
Otisville__NY,0,213,0,2604,895,291,63,0,6840,135,955,34,97,1215,208,727,14,8918,1520,2604,895,354,14291
Valatie__NY,0,1571,0,2467,2392,1364,135,15,3339,888,29,371,108,2599,1325,612,88,6898,4032,2482,2392,1499,17303
Corning__NY,0,343,0,6322,7145,3146,1194,11,6374,259,747,251,474,1426,887,594,215,8783,2787,6333,7145,4340,29388
Aberdeen__WA,0,1936,0,7081,11038,9357,3997,402,2321,3867,863,2613,1013,74,0,1505,373,13478,1087,7483,11038,13354,46440
Marble_Falls__TX,0,28,0,3891,2732,1345,1123,0,239,716,0,153,219,0,0,130,0,1266,219,3891,2732,2468,10576
Sheridan__WY,0,15,0,10492,9851,5619,1796,0,34,105,0,1279,2571,2879,736,2139,280,3852,6186,10492,9851,7415,37796
Andalusia__AL,0,101,0,5203,4058,1738,787,0,819,821,1154,604,123,1097,52,35,0,3534,1272,5203,4058,2525,16592
Sturgeon_Bay__WI,0,2743,0,2805,6166,2451,1279,85,75,0,0,30,26,2688,208,346,21,3215,2922,2890,6166,3730,18923
Sayre__Waverly__PA__NY,0,543,0,8019,6643,2378,692,39,1555,46,495,35,252,2305,2960,472,1028,4174,5517,8058,6643,3070,27462
Colonial_Beach__VA,0,135,0,1871,1811,443,83,7,105,135,118,35,13,14,107,183,53,764,134,1878,1811,526,5113
The_Dalles__OR__WA,0,3676,0,5427,6477,6983,1167,3,129,48,2,4011,1235,0,6150,17,0,7883,7385,5430,6477,8150,35325
Potosi__MO,0,11,0,1512,1973,563,240,21,1811,100,509,0,168,1034,0,0,0,2431,1202,1533,1973,803,7942
Reidsville__NC,0,40,0,8811,7940,3271,1682,0,6605,842,123,395,741,2111,16,28,0,8033,2868,8811,7940,4953,32605
St__Helens__OR,0,246,0,9178,10514,6135,2115,238,113,844,1814,429,719,2297,183,1477,1430,6353,3199,9416,10514,8250,37732
Cache__OK,0,0,0,617,1147,434,66,0,306,0,0,35,1224,0,586,0,0,341,1810,617,1147,500,4415
Chandler__OK,0,17,0,2025,1270,396,161,0,868,15,0,0,1435,51,0,0,0,900,1486,2025,1270,557,6238
Upper_Sandusky__OH,0,9,0,1790,3205,1268,787,0,206,0,0,0,126,0,1477,0,30,245,1603,1790,3205,2055,8898
Marshfield__WI,0,85,0,6380,10084,4724,2363,0,2082,72,12,8,41,368,7901,193,34,2486,8310,6380,10084,7087,34347
Cambridge__WI,0,1639,0,1078,1706,393,165,0,743,86,15,39,21,133,195,340,82,2944,349,1078,1706,558,6635
Petersburg__WV,0,59,0,1033,1225,705,196,0,422,1,22,0,0,395,3,0,0,504,398,1033,1225,901,4061
Lyons__KS,0,0,0,727,2511,611,191,12,41,0,0,0,749,0,43,9,0,50,792,739,2511,802,4894
Hidden_Valley_Lake__CA,0,418,0,3476,1381,156,12,112,0,147,205,2556,2210,0,3,84,14,3424,2213,3588,1381,168,10774
Payson__AZ,0,8,0,3278,4927,2214,415,7,0,6436,0,5204,0,11,0,0,41,11689,11,3285,4927,2629,22541
Mountain_Home__AR,0,45,0,5351,10244,3510,1146,67,5516,1009,1351,35,248,3218,50,36,0,7992,3516,5418,10244,4656,31826
Lake_Village__AR,0,197,0,1885,1038,533,220,0,0,0,0,0,0,0,1120,649,18,864,1120,1885,1038,753,5660
Sanger__CA,0,0,0,1399,2884,6290,1362,119,0,0,0,0,363,0,3842,0,0,0,4205,1518,2884,7652,16259
Franklin__Venango_County___PA,0,225,0,4524,3521,2233,479,0,6049,33,67,19,157,282,361,114,47,6554,800,4524,3521,2712,18111
Union_Springs__AL,0,75,0,2467,1743,718,263,0,1687,1444,2233,1981,42,734,349,364,82,7866,1125,2467,1743,981,14182
Piedmont__AL,0,13,0,2083,3543,814,300,0,262,419,161,40,65,654,156,272,5,1172,875,2083,3543,1114,8787
Demopolis__AL,0,235,0,3343,4320,1580,604,1436,199,450,234,652,41,806,12,748,16,2534,859,4779,4320,2184,14676
Wooster__OH,0,73,0,13510,13994,7290,4008,26,5620,160,5,5,649,4415,3560,38,5,5906,8624,13536,13994,11298,53358
Millsboro__PA,0,1107,0,1381,1052,512,122,523,3282,0,0,0,271,167,118,0,0,4389,556,1904,1052,634,8535
Veneta__OR,0,23,0,1772,3120,1131,240,18,39,1578,959,131,902,1252,0,618,243,3591,2154,1790,3120,1371,12026
East_Aurora__NY,0,77,0,6585,2127,602,330,0,5182,396,823,168,158,3832,2417,1690,224,8560,6407,6585,2127,932,24611
West_Point__NE,0,0,0,411,1936,830,362,0,426,0,0,0,351,0,42,20,0,446,393,411,1936,1192,4378
Port_Lavaca__TX,0,59,0,2994,4278,3663,1032,62,202,0,0,365,165,723,2040,78,318,1022,2928,3056,4278,4695,15979
South_Pittsburg__TN__AL,0,1,0,3480,5294,1367,610,31,759,107,523,227,199,1209,279,2,5,1624,1687,3511,5294,1977,14093
Santa_Barbara__CA,0,924,0,50884,39904,32393,1744,371,7,5628,5435,7155,8664,2044,4444,584,1012,20745,15152,51255,39904,34137,161193
Waterbury__CT,0,4412,0,44352,44409,41544,9100,510,92630,2404,2588,2695,799,8291,453,9440,534,114703,9543,44862,44409,50644,264161
Santa_Paula__CA,0,5,0,2283,3932,4971,437,90,0,18,18,259,266,95,298,64,54,418,659,2373,3932,5408,12790
Woodland_Park__CO,0,32,0,4263,3236,490,104,0,265,12190,0,1995,1857,108,0,150,0,14632,1965,4263,3236,594,24690
Florence__CO,0,1,0,1024,2218,998,371,8,0,21,0,917,4753,0,336,227,294,1460,5089,1032,2218,1369,11168
Blanchard__OK,0,11,0,2077,1062,368,96,0,886,0,0,0,4458,0,518,0,0,897,4976,2077,1062,464,9476
Los_Molinos__CA,0,61,0,1189,1757,779,105,259,14,0,0,0,1096,1392,2348,295,0,370,4836,1448,1757,884,9295
Biscoe__NC,0,5,0,2557,1281,726,410,0,2345,643,449,307,692,762,0,4,0,3753,1454,2557,1281,1136,10181
Norris__TN,0,5,0,2232,2178,1346,407,18,1528,197,262,0,179,3028,35,225,15,2232,3242,2250,2178,1753,11655
Huxley__IA,0,0,0,1932,1678,449,43,0,398,0,0,0,241,59,2314,61,144,603,2614,1932,1678,492,7319
Newton__IA,0,8,0,5049,8100,2136,1166,0,1224,5,0,0,461,1327,4230,53,0,1290,6018,5049,8100,3302,23759
Burlington__KS,0,6,0,1119,2394,509,216,0,57,0,0,0,72,164,35,0,0,63,271,1119,2394,725,4572
Hampton__IA,0,8,0,1294,2288,493,253,0,62,6,0,0,199,1,1126,67,6,149,1326,1294,2288,746,5803
Eudora__KS,0,50,0,1477,2586,812,101,7,122,0,0,0,195,1571,252,90,14,276,2018,1484,2586,913,7277
Cadiz__KY,0,0,0,1380,507,363,146,0,2015,113,0,0,42,1351,363,0,0,2128,1756,1380,507,509,6280
Versailles__KY,0,58,0,6454,5376,2019,814,0,3001,7,20,45,6,11729,1675,0,0,3131,13410,6454,5376,2833,31204
Lodi__CA,0,182,0,4336,7222,17934,5347,0,0,0,0,0,1042,1157,8224,283,576,1041,10423,4336,7222,23281,46303
Fort_Madison__IA__IL,0,66,0,1265,5110,2714,838,0,801,6,0,11,73,343,724,24,9,917,1140,1265,5110,3552,11984
Atchison__KS__MO,0,263,0,5201,5075,1479,742,0,1535,0,15,41,455,2441,293,11,0,1865,3189,5201,5075,2221,17551
Louisburg__KS,0,145,0,1469,1964,657,125,0,371,0,0,20,54,678,607,7,0,543,1339,1469,1964,782,6097
Cottage_Grove__OR,0,5,0,3633,4094,2171,910,72,68,932,564,180,167,1767,67,502,55,2306,2001,3705,4094,3081,15187
Ebensburg__PA,0,133,0,2143,1948,846,271,38,1309,702,36,0,0,735,112,0,0,2180,847,2181,1948,1117,8273
Willard__OH,0,45,0,1431,2803,1338,1072,0,639,0,14,0,20,0,1271,0,8,706,1291,1431,2803,2410,8641
Kingstree__SC,0,30,0,3877,2993,1257,442,0,221,1555,176,1484,141,1108,146,1835,82,5383,1395,3877,2993,1699,15347
Country_Lakes__MD,0,5,0,1092,278,9,0,0,5824,53,207,286,32,102,1302,362,0,6737,1436,1092,278,9,9552
Skowhegan__ME,0,124,0,1584,1845,2128,1056,0,78,641,698,60,41,141,215,299,82,1982,397,1584,1845,3184,8992
Amory__MS,0,15,0,3587,5088,1970,695,19,245,725,228,416,32,510,712,1513,162,3304,1254,3606,5088,2665,15917
Beatrice__NE,0,407,0,2384,7807,2661,1432,0,905,0,0,0,2609,0,1336,104,0,1416,3945,2384,7807,4093,19645
Watkins_Glen__NY,0,30,0,1425,1250,744,321,40,706,15,295,314,200,373,156,417,972,2749,729,1465,1250,1065,7258
Ville_Platte__LA,0,0,0,3039,6690,759,312,25,0,0,0,132,89,3356,4445,282,0,414,7890,3064,6690,1071,19129
Jena__LA,0,30,0,6405,2231,625,258,56,65,1170,344,716,366,163,0,307,18,2650,529,6461,2231,883,12754
Constantine__MI,0,294,0,1872,2731,1152,514,21,307,0,10,0,60,273,1864,378,89,1078,2197,1893,2731,1666,9565
Somerset__MI,0,2957,0,2808,1931,291,9,41,1241,152,69,48,60,980,829,1182,710,6359,1869,2849,1931,300,13308
Emmitsburg__MD__PA,0,0,0,6173,2048,453,66,0,3601,47,200,15,17,1016,1121,88,0,3951,2154,6173,2048,519,14845
Rock_Valley__IA,0,5,0,1264,1353,951,254,0,24,0,0,23,411,7,181,0,109,161,599,1264,1353,1205,4582
Dahlgren__VA__MD,0,455,0,4864,2729,1825,593,8,1598,1242,1026,597,98,107,435,2431,982,8331,640,4872,2729,2418,18990
Louisa__KY__WV,0,601,0,1230,2232,1273,288,19,2542,263,121,9,365,1465,199,5,0,3541,2029,1249,2232,1561,10612
Walterboro__SC,0,22,0,6134,4061,1356,591,5,140,2996,200,2470,386,900,213,4962,174,10964,1499,6139,4061,1947,24610
Milbank__SD,0,18,0,1236,1840,1260,552,0,110,0,0,0,4,204,549,11,235,374,757,1236,1840,1812,6019
Shelbyville__TN,0,242,0,10129,12791,3713,2087,3,2333,401,403,403,247,5222,535,211,14,4007,6004,10132,12791,5800,38734
Newton__NJ,0,768,0,5677,2666,1422,511,15,2777,85,3482,678,161,928,972,4859,466,13115,2061,5692,2666,1933,25467
Mauston__WI,0,118,0,956,2336,1421,687,0,162,8,0,74,52,148,1281,60,22,444,1481,956,2336,2108,7325
Charlestown__RI,0,113,0,1270,2993,2291,82,2,2046,423,1364,143,343,403,91,346,267,4702,837,1272,2993,2373,12177
Cloquet__MN,0,790,0,7155,4778,2816,1497,136,2353,2039,1044,587,117,863,121,2603,796,10212,1101,7291,4778,4313,27695
Little_Falls__MN,0,873,0,4347,5222,3071,901,0,620,179,5,20,130,1415,1010,670,389,2756,2555,4347,5222,3972,18852
Dodge_Center__MN,0,0,0,1202,1304,976,476,0,3,6,0,0,123,90,250,0,28,37,463,1202,1304,1452,4458
Whiteman_AFB__MO,0,74,0,5417,4194,2684,2024,0,2430,0,6,2,61,605,147,7,0,2519,813,5417,4194,4708,17651
Wahpeton__ND__MN,0,594,0,5235,6667,2525,1030,0,6,14,0,0,0,337,2086,659,198,1471,2423,5235,6667,3555,19351
Windsor__VT__NH,0,421,0,976,1020,1131,200,5,1094,1791,169,91,0,698,131,362,91,4019,829,981,1020,1331,8180
Jacksonville__NC,0,5476,0,42652,36767,16512,5345,1666,297,22353,7830,14511,7325,39,15365,32397,1638,84502,22729,44318,36767,21857,210173
Portland__TN__KY,0,89,0,9096,2911,1476,776,0,2973,230,57,32,43,8049,1806,3,5,3389,9898,9096,2911,2252,27546
Brownfield__TX,0,30,0,3083,5198,1170,515,36,0,0,0,21,1020,0,1999,0,0,51,3019,3119,5198,1685,13072
Pecan_Acres__TX,0,152,0,3879,2335,392,80,217,1491,12,0,9,6602,1348,108,0,10,1674,8058,4096,2335,472,16635
Pecos__TX,0,0,0,2130,5388,4802,1251,204,0,0,0,3921,0,0,896,0,0,3921,896,2334,5388,6053,18592
Lykens__PA,0,32,0,917,1262,561,182,0,1600,20,43,0,0,823,129,0,0,1695,952,917,1262,743,5569
Bowie__TX,0,56,0,2799,4406,1728,785,10,327,24,0,0,1484,14,0,55,0,462,1498,2809,4406,2513,11688
West_Wendover__NV__UT,0,92,0,906,3580,3002,730,9251,0,0,0,1829,0,29,0,0,172,2093,29,10157,3580,3732,19591
Port_Hadlock_Irondale__WA,0,20,0,1927,3145,977,264,258,376,1882,926,292,574,186,0,216,194,3906,760,2185,3145,1241,11237
Perryville__MO,0,67,0,2488,4822,3308,969,0,1800,31,0,0,23,3864,1226,17,0,1915,5113,2488,4822,4277,18615
Berlin__NH,0,416,0,1470,3760,4148,1713,476,899,809,947,305,832,0,3,310,100,3786,835,1946,3760,5861,16188
Artesia__NM,0,0,0,3611,5869,2700,539,7,0,0,0,5047,0,0,1123,6,0,5053,1123,3618,5869,3239,18902
Russellville__AL,0,88,0,5381,6520,2046,541,19,2136,532,664,1011,223,2603,136,152,0,4583,2962,5400,6520,2587,22052
Fort_Payne__AL,0,0,0,2536,4796,2220,1334,6,446,157,166,26,91,449,64,0,0,795,604,2542,4796,3554,12291
Uvalde__TX,0,11,0,8454,6341,3112,1647,0,147,96,0,8127,1668,19,347,39,0,8420,2034,8454,6341,4759,30008
Brownwood__TX,0,73,0,13616,8878,4856,3743,24,678,2398,0,6238,6404,859,756,354,0,9741,8019,13640,8878,8599,48877
Au_Sable__MI,0,1454,0,7446,6387,3903,2039,991,348,3104,1015,246,722,190,0,2488,528,9183,912,8437,6387,5942,30861
Clifton_Forge__VA,0,113,0,2155,3824,1273,427,0,3002,126,162,0,32,89,0,0,0,3403,121,2155,3824,1700,11203
San_Saba__TX,0,5,0,1588,1092,534,298,0,116,222,0,339,503,0,0,13,0,695,503,1588,1092,832,4710
Delhi__LA,0,23,0,2307,1077,490,158,0,9,0,253,7,0,0,387,280,0,572,387,2307,1077,648,4991
Seward__NE,0,0,0,871,3102,1130,402,0,629,0,0,0,878,0,554,85,0,714,1432,871,3102,1532,7651
Santo_Domingo_Pueblo__NM,0,30,0,227,174,32,3,0,0,0,0,1354,788,0,332,0,0,1384,1120,227,174,35,2940
Clifton_Springs__NY,0,0,0,2864,2542,490,91,92,946,190,762,225,93,2773,640,560,102,2785,3506,2956,2542,581,12370
Deming__NM,0,0,0,4073,7374,3547,494,0,0,0,0,8146,10,0,178,0,0,8146,188,4073,7374,4041,23822
Helena_West_Helena__AR,0,2,0,5691,3980,1803,735,11,2712,105,686,0,128,76,1363,301,2,3808,1567,5702,3980,2538,17595
Prescott__AR,0,0,0,770,2748,681,271,0,15,424,39,0,23,355,0,22,0,500,378,770,2748,952,5348
Greenbrier__AR,0,24,0,1806,1655,473,203,21,3506,602,110,79,178,5926,109,13,0,4334,6213,1827,1655,676,14705
Manila__AR,0,0,0,1620,938,313,110,0,5,0,0,0,0,0,1845,52,0,57,1845,1620,938,423,4883
De_Soto__KS,0,86,0,2551,2967,600,125,13,1758,0,115,6,353,1756,584,51,0,2016,2693,2564,2967,725,10965
Streator__IL,0,306,0,4606,10169,2881,1535,44,1470,0,0,0,1183,414,1522,2,0,1778,3119,4650,10169,4416,24132
Dwight__IL,0,55,0,1366,3253,881,210,0,41,0,0,0,84,210,3642,0,0,96,3936,1366,3253,1091,9742
Sterling__CO,0,251,0,2455,6426,3935,1260,26,269,10,2,0,2753,0,679,562,26,1120,3432,2481,6426,5195,18654
Brookings__OR,0,595,0,5289,3615,3753,1050,239,110,423,1277,893,2501,456,18,11,378,3687,2975,5528,3615,4803,20608
Coxsackie__NY,0,216,0,2688,1529,735,189,0,1659,551,269,137,3,1066,1957,362,124,3318,3026,2688,1529,924,11485
Blackwell__OK,0,16,0,1666,5085,1394,357,0,0,0,0,29,1022,283,82,160,73,278,1387,1666,5085,1751,10167
Mexico__MO,0,11,0,2751,5995,2966,1279,70,1650,0,41,29,3,1446,417,42,0,1773,1866,2821,5995,4245,16700
Oxford__NC,0,0,0,6984,3917,1629,852,0,3107,1286,490,174,608,1129,50,137,0,5194,1787,6984,3917,2481,20363
Poplar_Cotton_Center__CA,0,0,0,381,309,211,17,49,0,0,0,0,220,630,3576,0,0,0,4426,430,309,228,5393
Willits__CA,0,35,0,4083,1824,717,353,24,47,3358,963,1934,1773,66,0,14,0,6351,1839,4107,1824,1070,15191
Solvang__Buellton__Santa_Ynez__CA,0,0,0,6974,5307,1921,134,17,0,165,330,817,1347,2037,2501,178,192,1682,5885,6991,5307,2055,21920
McGregor__TX,0,0,0,2763,1527,537,245,0,38,0,0,0,995,33,312,26,0,64,1340,2763,1527,782,6476
Shelby__OH,0,146,0,2881,4200,1949,1214,14,772,0,0,0,117,802,2579,4,0,922,3498,2895,4200,3163,14678
Sioux_Center__IA,0,0,0,2823,2263,1470,454,17,52,0,7,0,509,125,2573,0,91,150,3207,2840,2263,1924,10384
Sidney__OH,0,460,0,6676,10447,4820,2507,5,2645,0,34,0,425,1521,3435,0,186,3325,5381,6681,10447,7327,33161
Morrison__IL,0,0,0,1491,2097,972,378,0,387,0,0,0,0,192,492,23,0,410,684,1491,2097,1350,6032
Gloversville__NY,0,428,0,8809,8950,5392,2059,0,4551,6184,671,513,320,3306,3121,2479,73,14899,6747,8809,8950,7451,46856
Athens__TX,0,147,0,4321,8856,3711,2196,46,1484,78,870,394,110,3543,11,724,0,3697,3664,4367,8856,5907,26491
Albemarle__NC,0,64,0,16509,6681,3546,1986,10,9838,2714,535,295,1819,5240,0,113,0,13559,7059,16519,6681,5532,49350
Warrensburg__NY,0,92,0,1216,1112,521,133,6,128,898,12,88,0,0,80,114,0,1332,80,1222,1112,654,4400
Rugby__ND,0,0,0,904,1695,782,224,0,0,0,0,0,156,15,425,0,26,26,596,904,1695,1006,4227
Urbana__OH,0,0,0,4458,4870,1752,755,0,444,23,0,0,73,627,3211,0,7,474,3911,4458,4870,2507,16220
Cloverdale__CA,0,115,0,1420,2004,2341,362,35,76,90,517,375,1646,0,633,27,19,1219,2279,1455,2004,2703,9660
Los_Banos__CA,0,0,0,3678,5317,8956,1293,138,0,0,0,0,437,951,2577,0,0,0,3965,3816,5317,10249,23347
Starke__FL,0,0,0,3304,2374,825,269,2,10,1918,484,1656,493,554,6,902,169,5139,1053,3306,2374,1094,12966
Hartwell__GA,0,302,0,4789,3673,1069,444,159,3401,516,43,7,936,1467,0,11,0,4280,2403,4948,3673,1513,16817
Quincy__IL,0,43,0,8661,17913,21042,6461,44,4229,0,0,0,0,3543,5764,186,11,4469,9307,8705,17913,27503,67897
Sabina__OH,0,0,0,484,1209,335,204,0,7,0,99,0,0,0,960,0,0,106,960,484,1209,539,3298
Onawa__IA,0,0,0,949,2247,541,221,0,0,0,0,0,130,0,213,0,5,5,343,949,2247,762,4306
Faribault__MN,0,843,0,8563,8263,5546,2063,17,2356,29,9,85,1020,873,2992,524,256,4102,4885,8580,8263,7609,33439
Durant__OK,0,66,0,6317,6102,2842,1890,40,4847,57,0,0,5115,1814,0,10,0,4980,6929,6357,6102,4732,29100
Giddings__TX,0,15,0,1732,1975,2003,594,0,281,0,0,522,111,1071,0,0,0,818,1182,1732,1975,2597,8304
Reedsport__OR,0,339,0,1046,1530,1326,609,244,36,776,233,587,54,0,18,357,345,2673,72,1290,1530,1935,7500
Stayton__OR,0,0,0,1438,3456,2729,1219,0,0,24,0,0,92,478,163,34,0,58,733,1438,3456,3948,9633
Tiffin__OH,0,395,0,3800,9064,3735,1780,0,416,22,0,0,93,0,1523,0,10,843,1616,3800,9064,5515,20838
Toledo__OR,0,363,0,1117,1258,522,349,122,11,1255,487,61,58,25,0,80,373,2630,83,1239,1258,871,6081
Fort_Valley__GA,0,17,0,4793,3288,1110,589,9,1038,478,245,36,1028,831,476,0,0,1814,2335,4802,3288,1699,13938
Blackshear__GA,0,14,0,3013,2457,609,207,12,34,434,8,644,260,506,456,993,129,2256,1222,3025,2457,816,9776
